CtrlPN 1,CtrlPN 2,CtrlPN 3,CtrlPN 4,CtrlPN 5,CtrlPN 6,MetPN 7,MetPN 8,MetPN 9,MetPN 10,Taxa
0.957947701,0.82429194,3.212636562,0.9574048,4.81020443,1.2042708899999999,0.956255489,3.8620687700000005,4.70891208,4.353169179999999,Actinobacteria
0.158304901,0.89474424,0.17733421600000002,1.0986272,2.4921882480000006,1.3540935200000002,0.07549386,0.165517247,0.05345514,0.6912840969999999,Bacteriaunclassified
65.940085455,60.24376496000002,72.68640590099999,51.14950869999999,59.502583229999985,24.432475496000006,49.52396497199999,56.70147492600002,52.70677599800002,35.645296843999994,Bacteroidetes
0.008118201,0,0.004124051,0,0,0,0.008388206,0,0.004859559,0,CandidatusSaccharibacteria
0,0,0,0,0,0,0,2.746798,0,0,Deferribacteres
30.16723457399998,38.03015346000003,22.719399938000034,46.5680874,32.77496061,72.25814936499984,46.269347443,26.44729172399997,39.644277196000004,58.57864656999995,Firmicutes
2.56129241,0.00704523,0.9815242020000001,0.11630080000000001,0.11013779999999998,0.29205939999999997,3.00717226,10.076847469999999,2.8622799199999998,0.3149183,Proteobacteria
0.2070141,0,0.2185747,0.08099519999999999,0.2945546,0.449468,0.1593759,0,0.01943824,0.3514027,Tenericutes
0,0,0,0.029075200000000002,0.01536807,0.009482448000000001,0,0,0,0.06528794,Verrucomicrobia
